# UNIX_time	T0_10	T0_11	T0_20	T0_21	T0_30	T0_31	T0_40	T0_41	T0_50	T0_51	T0_60	T0_61	T0_70	T0_71	T1_10	T1_11	T1_20	T1_21	T1_30	T1_31	T1_40	T1_41	T1_50	T1_51	T1_60	T1_61	T1_70	T1_71	
1560511157	22.79	22.68	22.63	22.70	22.66	22.74	22.68	22.64	22.76	22.72	22.81	22.76	22.79	22.77	22.73	22.77	22.78	22.74	22.69	22.70	22.78	22.70	22.75	22.69	22.73	22.74	22.77	22.72	
1560511172	22.79	22.68	22.63	22.70	22.66	22.74	22.68	22.64	22.76	22.72	22.81	22.76	22.79	22.77	22.73	22.78	22.78	22.74	22.69	22.70	22.79	22.70	22.75	22.70	22.72	22.74	22.77	22.72	
1560511187	22.78	22.68	22.63	22.70	22.66	22.74	22.68	22.64	22.77	22.72	22.82	22.76	22.79	22.77	22.73	22.78	22.78	22.74	22.70	22.69	22.79	22.70	22.75	22.70	22.73	22.74	22.77	22.73	
1560511202	22.79	22.68	22.63	22.70	22.66	22.74	22.68	22.64	22.76	22.72	22.82	22.76	22.79	22.77	22.73	22.78	22.78	22.74	22.69	22.70	22.79	22.70	22.75	22.70	22.72	22.74	22.77	22.72	
1560511217	22.79	22.68	22.63	22.70	22.66	22.74	22.68	22.64	22.76	22.72	22.82	22.76	22.79	22.77	22.73	22.78	22.78	22.74	22.69	22.70	22.79	22.70	22.76	22.70	22.73	22.74	22.77	22.72	
1560511232	22.79	22.69	22.63	22.70	22.66	22.74	22.68	22.65	22.77	22.72	22.82	22.76	22.80	22.77	22.73	22.78	22.78	22.74	22.69	22.70	22.79	22.70	22.76	22.70	22.73	22.74	22.77	22.73	
1560511247	22.79	22.69	22.64	22.71	22.67	22.74	22.69	22.64	22.77	22.72	22.82	22.76	22.80	22.77	22.74	22.78	22.78	22.74	22.70	22.70	22.79	22.71	22.76	22.70	22.73	22.74	22.77	22.72	
1560511262	22.79	22.68	22.64	22.71	22.66	22.74	22.69	22.65	22.77	22.72	22.82	22.77	22.80	22.78	22.74	22.78	22.78	22.74	22.70	22.70	22.79	22.71	22.76	22.70	22.73	22.74	22.77	22.73	
1560511277	22.79	22.69	22.63	22.71	22.66	22.74	22.69	22.64	22.77	22.72	22.83	22.76	22.80	22.77	22.73	22.78	22.78	22.74	22.70	22.70	22.79	22.71	22.76	22.70	22.73	22.75	22.77	22.73	
1560511292	22.79	22.69	22.64	22.71	22.66	22.75	22.69	22.65	22.77	22.72	22.82	22.77	22.80	22.78	22.73	22.78	22.78	22.74	22.70	22.70	22.80	22.71	22.76	22.70	22.73	22.75	22.77	22.72	
1560511307	22.80	22.69	22.64	22.71	22.66	22.74	22.68	22.65	22.77	22.72	22.82	22.77	22.80	22.78	22.74	22.78	22.78	22.75	22.70	22.70	22.80	22.71	22.76	22.70	22.74	22.75	22.78	22.73	
1560511322	22.79	22.69	22.64	22.71	22.67	22.75	22.69	22.65	22.77	22.72	22.82	22.77	22.80	22.78	22.74	22.78	22.78	22.75	22.70	22.70	22.79	22.72	22.76	22.71	22.73	22.75	22.77	22.73	
1560511337	22.80	22.69	22.64	22.71	22.66	22.75	22.69	22.65	22.77	22.73	22.83	22.77	22.80	22.78	22.74	22.78	22.79	22.74	22.70	22.70	22.79	22.71	22.76	22.70	22.74	22.75	22.77	22.73	
1560511352	22.80	22.69	22.64	22.71	22.67	22.75	22.69	22.65	22.77	22.73	22.82	22.77	22.80	22.78	22.74	22.78	22.78	22.75	22.70	22.71	22.79	22.71	22.76	22.70	22.73	22.75	22.78	22.73	
1560511367	22.80	22.69	22.64	22.71	22.67	22.75	22.69	22.65	22.77	22.72	22.83	22.77	22.80	22.78	22.74	22.78	22.79	22.75	22.70	22.70	22.80	22.72	22.76	22.70	22.73	22.75	22.78	22.74	
1560511382	22.80	22.69	22.65	22.71	22.67	22.75	22.69	22.65	22.77	22.72	22.83	22.77	22.80	22.78	22.74	22.78	22.79	22.75	22.71	22.71	22.80	22.72	22.77	22.71	22.73	22.75	22.78	22.73	
1560511397	22.80	22.70	22.64	22.71	22.67	22.75	22.69	22.65	22.77	22.73	22.83	22.77	22.81	22.78	22.74	22.79	22.79	22.75	22.70	22.71	22.80	22.72	22.77	22.71	22.74	22.75	22.78	22.73	
1560511412	22.80	22.70	22.64	22.71	22.67	22.75	22.70	22.66	22.77	22.73	22.83	22.77	22.80	22.78	22.74	22.78	22.79	22.75	22.71	22.70	22.80	22.72	22.77	22.71	22.74	22.76	22.78	22.73	
1560511428	22.80	22.69	22.64	22.71	22.67	22.75	22.70	22.66	22.78	22.73	22.83	22.77	22.80	22.78	22.74	22.79	22.79	22.75	22.71	22.71	22.80	22.72	22.77	22.70	22.74	22.75	22.78	22.74	
1560511443	22.80	22.70	22.64	22.72	22.67	22.75	22.70	22.66	22.78	22.73	22.83	22.78	22.81	22.78	22.74	22.79	22.79	22.76	22.71	22.71	22.80	22.72	22.77	22.71	22.74	22.75	22.78	22.73	
1560511458	22.80	22.70	22.64	22.72	22.67	22.75	22.70	22.66	22.78	22.73	22.83	22.78	22.81	22.78	22.75	22.79	22.79	22.75	22.71	22.71	22.80	22.72	22.77	22.71	22.74	22.76	22.78	22.74	
1560511473	22.80	22.70	22.64	22.72	22.67	22.76	22.70	22.66	22.78	22.73	22.83	22.77	22.80	22.78	22.74	22.79	22.79	22.75	22.71	22.71	22.80	22.72	22.77	22.71	22.74	22.75	22.78	22.74	
1560511488	22.80	22.70	22.65	22.72	22.68	22.76	22.70	22.66	22.78	22.73	22.83	22.78	22.81	22.79	22.74	22.79	22.79	22.76	22.71	22.71	22.80	22.72	22.77	22.71	22.74	22.75	22.78	22.74	
1560511503	22.81	22.70	22.65	22.72	22.68	22.76	22.70	22.66	22.78	22.73	22.84	22.78	22.81	22.79	22.74	22.79	22.79	22.76	22.71	22.71	22.81	22.72	22.77	22.71	22.74	22.76	22.78	22.74	
1560511518	22.81	22.70	22.65	22.72	22.68	22.76	22.70	22.66	22.78	22.73	22.84	22.78	22.81	22.79	22.75	22.79	22.80	22.76	22.71	22.71	22.81	22.73	22.77	22.71	22.74	22.76	22.78	22.74	
